Label,Image URI,Plate Number,Provider
"Plate Number 575. ""Hansel"" walking, free",https://api.nga.gov/iiif/5b7f3a79-efe3-4be9-804c-145aff5bbc29/info.json,575,National Gallery of Art
"Plate Number 576. ""Eagle"" walking, free",https://api.nga.gov/iiif/568a3b78-a7df-4712-9f6a-dd38c8926384/info.json,576,National Gallery of Art
"Plate Number 577. ""Clinton"" walking, mounted, irregular",https://api.nga.gov/iiif/b8e84a72-16e1-4444-9846-45d68cc64212/info.json,577,National Gallery of Art
"Plate Number 578. ""Dusel"" walking, bareback",https://api.nga.gov/iiif/ea83c1d4-32e2-4e0f-9507-79dcf327703d/info.json,578,National Gallery of Art
"Plate Number 579. ""Elberon"" walking, saddled",https://api.nga.gov/iiif/efa93978-6c03-4123-8f70-f0faa94a37dd/info.json,579,National Gallery of Art
"Plate Number 580. "" Annie G."" walking, saddled",https://api.nga.gov/iiif/79dc2e5a-2438-4b1f-99a1-e66564486175/info.json,580,National Gallery of Art
"Plate Number 581. ""Smith"" walking, bareback; rider nude",https://api.nga.gov/iiif/1f87b1f0-b7c1-464c-b7a2-9484d903bb28/info.json,581,National Gallery of Art
"Plate Number 582. ""Smith"" walking, saddled; rider nude",https://api.nga.gov/iiif/73bbab99-27af-4ba2-aaf2-800d765c9b45/info.json,582,National Gallery of Art
"Plate Number 583.""Tom"" walking, saddled; female rider nude",https://api.nga.gov/iiif/71cea1c6-d90b-4748-bab9-68adcd0fd656/info.json,583,National Gallery of Art
"Plate Number 584. ""Beauty"" walking, saddled, irregular",https://api.nga.gov/iiif/d9c23273-2f3f-49ec-96b7-89a988fe67e7/info.json,584,National Gallery of Art
"Plate Number 585. ""Katydid"" walking, harnessed to sulky",https://api.nga.gov/iiif/fd3637d7-8ed0-44af-a94e-38d8c12ade4c/info.json,585,National Gallery of Art
"Plate Number 586. ""Katydid"" walking, harnessed to sulky",https://api.nga.gov/iiif/8208d5a1-6aae-439b-a352-0dd8c60640d7/info.json,586,National Gallery of Art
"Plate Number 587. ""Nellie Rose"" walking, harnessed to sulky",https://api.nga.gov/iiif/2852c384-1eae-4566-b733-b0700168c68c/info.json,587,National Gallery of Art
"Plate Number 588. ""Reuben"" walking, harnessed to sulky",https://api.nga.gov/iiif/06757983-a6d6-497b-87e0-1ae13ad35b09/info.json,588,National Gallery of Art
"Plate Number 589. ""Clinton"" ambling, bareback",https://api.nga.gov/iiif/b7943b0d-20b4-4149-b901-c49b5e4ddac1/info.json,589,National Gallery of Art
"Plate Number 590. ""Clinton"" ambling, bareback; rider nude",https://api.nga.gov/iiif/0ffc7d86-b362-4842-a4f6-827d2dd91d47/info.json,590,National Gallery of Art
"Plate Number 591. ""Pronto"" pacing, saddled",https://api.nga.gov/iiif/97ebef21-903c-4f65-8153-e2de70af8713/info.json,591,National Gallery of Art
"Plate Number 592. ""Pronto"" pacing, saddled",https://api.nga.gov/iiif/f61e692e-2825-4bcc-a50c-8ad9e27fd236/info.json,592,National Gallery of Art
"Plate Number 593. ""Pronto"" pacing, saddled",https://api.nga.gov/iiif/38f103ec-bc76-4c18-b81b-278ceb24bcf2/info.json,593,National Gallery of Art
"Plate Number 594. ""Pronto"" pacing, harnessed to sulky",https://api.nga.gov/iiif/e5cd58b2-7958-4f75-9f72-0c5406ce00d5/info.json,594,National Gallery of Art
"Plate Number 595. ""Pronto"" pacing, harnessed to sulky",https://api.nga.gov/iiif/96cf31f0-2eb6-4d73-a0f8-606fc9021361/info.json,595,National Gallery of Art
"Plate Number 596. ""Eagle"" trotting, free",https://api.nga.gov/iiif/0f0c4d3f-9fbb-4532-bbe7-3776f2fd4544/info.json,596,National Gallery of Art
"Plate Number 597. ""Hansel"" trotting, bareback",https://api.nga.gov/iiif/6a962b34-c495-4b5e-8acf-fafd38045989/info.json,597,National Gallery of Art
"Plate Number 598. ""Daisy"" trotting, saddled",https://api.nga.gov/iiif/6a54fe11-3a26-4109-bcf4-f01b88e4d4ca/info.json,598,National Gallery of Art
"Plate Number 599. ""Dusel"" trotting, bareback",https://api.nga.gov/iiif/bfeb27d5-cc9c-4806-8ab5-dfb0827b06f4/info.json,599,National Gallery of Art
"Plate Number 600. ""Dusel"" trotting, bareback",https://api.nga.gov/iiif/e8211cf3-be06-4a61-a6f2-b3b537845a30/info.json,600,National Gallery of Art
"Plate Number 601. ""Beauty"" trotting, saddled",https://api.nga.gov/iiif/c9230e8e-bf8e-4d14-b41c-6e5e756fb58e/info.json,601,National Gallery of Art
"Plate Number 602. ""Smith"" trotting, bareback; rider nude",https://api.nga.gov/iiif/efcc1561-2ff0-4847-8837-629b6965d914/info.json,602,National Gallery of Art
"Plate Number 603. ""Smith"" trotting, saddled; rider nude",https://api.nga.gov/iiif/641ea307-50dd-472a-a2b1-2a4ec15e76bc/info.json,603,National Gallery of Art
"Plate Number 604. ""Elberon"" trotting, saddled",https://api.nga.gov/iiif/ca80428b-d081-42a6-8052-71c96e1d3447/info.json,604,National Gallery of Art
"Plate Number 605. ""Reuben"" trotting, harnessed to sulky",https://api.nga.gov/iiif/54560118-00ec-4d8f-b080-9fa277038c67/info.json,605,National Gallery of Art
"Plate Number 606. ""Reuben"" trotting, harnessed to sulky",https://api.nga.gov/iiif/28563ec2-8033-49b2-a4ac-162c79dd622b/info.json,606,National Gallery of Art
"Plate Number 607. ""Lizzie M."" trotting, harnessed to sulky",https://api.nga.gov/iiif/9e799e9f-9430-47a1-817e-af4d78b60a99/info.json,607,National Gallery of Art
"Plate Number 608. ""Flode Holden"" trotting, harnessed to sulky",https://api.nga.gov/iiif/f166d6cd-d2fb-429a-800f-7d166d76bbbc/info.json,608,National Gallery of Art
"Plate Number 609. ""Lizzie M."" trotting, harnessed to sulky",https://api.nga.gov/iiif/72546d80-2021-4317-9583-466fb0ed7335/info.json,609,National Gallery of Art
"Plate Number 610. ""Katydid"" trotting, harnessed to sulky",https://api.nga.gov/iiif/6d355594-25c0-484a-82a0-c3f0f21bd295/info.json,610,National Gallery of Art
"Plate Number 611. ""Katydid"" trotting, harnessed to sulky",https://api.nga.gov/iiif/e7251a00-334c-4948-8e1f-460a3edf3bc7/info.json,611,National Gallery of Art
"Plate Number 612. ""Dercum"" trotting, harnessed to sulky",https://api.nga.gov/iiif/f76c8084-b1b3-4665-8861-610077efda7a/info.json,612,National Gallery of Art
"Plate Number 613. ""Nellie Rose"" trotting, harnessed to sulky",https://api.nga.gov/iiif/15ea8466-7490-46f6-a11f-a8f92d059c67/info.json,613,National Gallery of Art
"Plate Number 614. ""Flode Holden"" trotting, harnessed to sulky, breaking into a gallop",https://api.nga.gov/iiif/3d35f997-673f-4436-a6b6-e84089c3bcc2/info.json,614,National Gallery of Art
"Plate Number 615. ""Hansel"" cantering, bareback",https://api.nga.gov/iiif/01828511-c569-4e5d-865d-57bec338368c/info.json,615,National Gallery of Art
"Plate Number 616. ""Daisy"" cantering, saddled",https://api.nga.gov/iiif/7fc5f84d-cf8c-4d30-8cb9-2064dffbb24b/info.json,616,National Gallery of Art
"Plate Number 617. ""Clinton"" cantering, bareback; rider nude",https://api.nga.gov/iiif/87097219-08de-43bb-894a-1c358b4b7839/info.json,617,National Gallery of Art
"Plate Number 618. ""Middleton"" cantering, saddled",https://api.nga.gov/iiif/61629930-52a0-4b16-be87-d4d954d0dab1/info.json,618,National Gallery of Art
"Plate Number 619. ""Middleton"" cantering, saddled",https://api.nga.gov/iiif/64b878a8-a0af-48d3-95b2-a0f4972529b5/info.json,619,National Gallery of Art
"Plate Number 620. ""Annie G."" cantering, saddled",https://api.nga.gov/iiif/708b6213-a85a-4cab-aa48-57a3f3c53791/info.json,620,National Gallery of Art
"Plate Number 621. ""Annie G."" cantering, saddled",https://api.nga.gov/iiif/eab4eff5-70f5-462d-a57c-7c05142ad9ac/info.json,621,National Gallery of Art
"Plate Number 622. ""Smith"" cantering, saddled; rider nude",https://api.nga.gov/iiif/4dade879-18aa-4632-b5dd-4c8453aa9420/info.json,622,National Gallery of Art
"Plate Number 623. ""Smith"" cantering, bareback; rider nude",https://api.nga.gov/iiif/9f83c78b-ea59-495a-aa9b-d9cd75f7fb69/info.json,623,National Gallery of Art
"Plate Number 624. ""Daisy"" galloping, saddled",https://api.nga.gov/iiif/31ce6329-258a-4acb-86e8-f962ae8574e5/info.json,624,National Gallery of Art
"Plate Number 625. ""Bouquet"" galloping",https://api.nga.gov/iiif/e8f1f80d-4fb8-4578-82e8-9a572e37f359/info.json,625,National Gallery of Art
"Plate Number 626. ""Annie G."" galloping",https://api.nga.gov/iiif/d3bdd5ac-a597-4cd6-a1e7-921f42edbd8e/info.json,626,National Gallery of Art
"Plate Number 627. ""Annie G."" galloping",https://api.nga.gov/iiif/6e1931fe-6c27-4527-a710-cf3dc7610753/info.json,627,National Gallery of Art
"Plate Number 628. ""Daisy"" galloping",https://api.nga.gov/iiif/143e1dfc-fa58-46b9-ada0-be34812c77c9/info.json,628,National Gallery of Art
"Plate Number 629. ""Hansel"" galloping, bareback",https://api.nga.gov/iiif/e144fb43-ba7e-4e7a-a8fb-744bd4a09fe5/info.json,629,National Gallery of Art
"Plate Number 630. ""Pandora"" galloping, saddled",https://api.nga.gov/iiif/36a9d3cc-0697-4c2e-820e-47b3f1176839/info.json,630,National Gallery of Art
"Plate Number 631. ""Bouquet"" galloping, saddled",https://api.nga.gov/iiif/b28dbe87-94e9-40e0-829c-0c982f3ba9c3/info.json,631,National Gallery of Art
"Plate Number 632. ""Bouquet"" galloping, saddled",https://api.nga.gov/iiif/36e76dc2-6686-4cc7-a870-060453f125a4/info.json,632,National Gallery of Art
"Plate Number 633. ""Bouquet"" galloping, saddled",https://api.nga.gov/iiif/95eec3b7-c7aa-436c-b1ce-c9f59a801dc8/info.json,633,National Gallery of Art
"Plate Number 634. ""Dan"" galloping, saddled",https://api.nga.gov/iiif/7f115880-3493-4440-a07e-1a5ec1c6103a/info.json,634,National Gallery of Art
"Plate Number 635. ""Pandora"" galloping, saddled",https://api.nga.gov/iiif/d5341981-6460-4bdb-9716-2a3444170a07/info.json,635,National Gallery of Art
"Plate Number 636. ""Daisy"" jumping a hurdle, saddled, preparing for the leap",https://api.nga.gov/iiif/48d47eb4-df8a-431c-b9c6-a783bc858fab/info.json,636,National Gallery of Art
"Plate Number 637. ""Daisy"" jumping a hurdle, saddled, clearing, landing and recovering",https://api.nga.gov/iiif/80d954ed-6783-4c90-b114-ebe6f5254a0b/info.json,637,National Gallery of Art
"Plate Number 638. ""Daisy"" jumping a hurdle, saddled",https://api.nga.gov/iiif/3a689ff2-2181-4fb9-87cd-71eef9049503/info.json,638,National Gallery of Art
"Plate Number 639. ""Daisy"" jumping a hurdle, saddled",https://api.nga.gov/iiif/1f367cdd-c2cf-4d49-ad0d-a5a597b6d000/info.json,639,National Gallery of Art
"Plate Number 640. ""Daisy"" jumping a hurdle, saddled",https://api.nga.gov/iiif/1e09cadc-b4b5-4fc5-b45d-72c7b0557b38/info.json,640,National Gallery of Art
"Plate Number 641. ""Pandora"" jumping a hurdle, saddled, knocking over the hurdle and landing",https://api.nga.gov/iiif/20784a16-9ea9-48f0-9a8f-f47d3aaf7bbb/info.json,641,National Gallery of Art
"Plate Number 642. ""Pandora"" jumping a hurdle, saddled; rider nude",https://api.nga.gov/iiif/bb5612cd-35cd-4d90-85ff-30c98293c2c5/info.json,642,National Gallery of Art
"Plate Number 643. ""Pandora"" jumping a hurdle, bareback, clearing and landing; rider nude",https://api.nga.gov/iiif/df41040d-ff3d-412a-8973-a5743a2285cf/info.json,643,National Gallery of Art
"Plate Number 644. ""Pandora"" jumping a hurdle, saddled, clearing, landing and knocking over the hurdle; rider",https://api.nga.gov/iiif/19f8de60-dc14-4c11-8200-69444d3347fa/info.json,644,National Gallery of Art
"Plate Number 645. ""Pandora"" jumping a hurdle, saddled, clearing and landing",https://api.nga.gov/iiif/ce4e216d-be09-4296-ac51-e74488bbbde3/info.json,645,National Gallery of Art
"Plate Number 646. ""Pandora"" jumping a hurdle, saddled; rider nude",https://api.nga.gov/iiif/36fbfa45-40c4-4d3b-9209-0062a55155b8/info.json,646,National Gallery of Art
"Plate Number 647. ""Pandora"" jumping a hurdle, bareback; rider nude",https://api.nga.gov/iiif/bfaef9ef-75af-4ae9-b97a-0f2289c366ad/info.json,647,National Gallery of Art
"Plate Number 648. ""Hornet"" jumping over three horses",https://api.nga.gov/iiif/7fd14e8d-4503-43d0-9762-db4bc2ecb852/info.json,648,National Gallery of Art
"Plate Number 649. A: ""Hornet"" rocking. B: ""Eagle"" rolling a barrel",https://api.nga.gov/iiif/cf9e2e46-8f5b-4178-bde7-c38cc10bb489/info.json,649,National Gallery of Art
"Plate Number 650. ""Eagle"" walking with a bucket in mouth",https://api.nga.gov/iiif/161fe1e3-8573-44a3-99e4-62b7e783b2ed/info.json,650,National Gallery of Art
Plate Number 651. A: Bell ringing. B: Teeter board. C: Military drill,https://api.nga.gov/iiif/b958fd69-93b2-4c2f-a170-b20c4a976ffe/info.json,651,National Gallery of Art
"Plate Number 652. Horses rearing, etc.",https://api.nga.gov/iiif/a525405e-0db8-4838-8b14-f48cdde293b7/info.json,652,National Gallery of Art
"Plate Number 653. ""Buckskin"" walking, lame right front foot",https://api.nga.gov/iiif/755a4eee-6c70-46da-bd98-559409cad954/info.json,653,National Gallery of Art
"Plate Number 654. ""Buckskin"" walking, lame right front foot",https://api.nga.gov/iiif/77058ea3-642b-4c59-98e2-91ee91cce9d6/info.json,654,National Gallery of Art
"Plate Number 655. ""Gazelle"" walking, spavin, right hind leg",https://api.nga.gov/iiif/71682dfb-952f-44dc-984d-973dbc3061f0/info.json,655,National Gallery of Art
"Plate Number 656. ""Bob"" walking, free, ossification of cartilage, right front foot",https://api.nga.gov/iiif/d05e2498-abe8-4c2d-9274-b52c9f34bad0/info.json,656,National Gallery of Art
"Plate Number 657. ""Lotta"" rolling a box",https://api.nga.gov/iiif/ec1a93c0-6fc7-4270-b72e-f218dc288f52/info.json,657,National Gallery of Art
"Plate Number 661. Mule; A, B, a refractory animal, Ruth",https://api.nga.gov/iiif/87965f65-ae3f-43a9-9985-30885525b433/info.json,661,National Gallery of Art
"Plate Number 665. Ass; walking; bareback; a boy riding, Jennie",https://api.nga.gov/iiif/805a4c63-bb0a-4c8a-a5ca-210f4821d1d7/info.json,665,National Gallery of Art
"Plate Number 667. Ass; walking, saddle; a boy riding, Zoo",https://api.nga.gov/iiif/ffe4991a-235c-432c-86cd-cdd866b64107/info.json,667,National Gallery of Art
"Plate Number 668. Ass; ambling; irregular; saddle; a boy riding, Zoo",https://api.nga.gov/iiif/a310dbfe-ec95-4664-a397-40135638d6dc/info.json,668,National Gallery of Art
Plate Number 669. Ox; walking,https://api.nga.gov/iiif/bc783c0e-202e-40d1-b8ea-21a79cdfb02e/info.json,669,National Gallery of Art
Plate Number 670. Ox; walking,https://api.nga.gov/iiif/b8e1d0e8-a847-43e7-8d99-05c785edf298/info.json,670,National Gallery of Art
Plate Number 671. Ox; walking,https://api.nga.gov/iiif/fe134405-cf41-44ce-8586-96e7bb2398f1/info.json,671,National Gallery of Art
Plate Number 672. Ox; trotting,https://api.nga.gov/iiif/997f9002-736f-4e7e-80a6-0e87e6108beb/info.json,672,National Gallery of Art
Plate Number 673. Sow; walking,https://api.nga.gov/iiif/d8eef00c-b2ba-4a26-97f4-4b3d7fd13e59/info.json,673,National Gallery of Art
Plate Number 674. Sow; walking,https://api.nga.gov/iiif/c67f1e41-bee6-4739-a86c-f62c11797566/info.json,674,National Gallery of Art
Plate Number 676. Goat; walking,https://api.nga.gov/iiif/bc792d37-6383-4f45-bdf7-55a5b9075c42/info.json,676,National Gallery of Art
"Plate Number 677. Goat; walking, in sulky",https://api.nga.gov/iiif/3e0a7f2d-bf7a-4b49-bf77-bf7d82b19980/info.json,677,National Gallery of Art
Plate Number 679. Goat; galloping,https://api.nga.gov/iiif/6111bc3d-ab50-4d28-9e3a-8cd1d85f3d8c/info.json,679,National Gallery of Art
Plate Number 680. Oryx galloping,https://api.nga.gov/iiif/22fc524f-ca5e-4e8a-b1c5-6738c522b98c/info.json,680,National Gallery of Art
"Plate Number 681. Virginia deer, buck, walking, startled to a gallop",https://api.nga.gov/iiif/c7d0aa3c-27ec-4e43-a4fa-6270237bfcc4/info.json,681,National Gallery of Art
"Plate Number 682. Fallow deer, buck. A: Trotting. B: Galloping",https://api.nga.gov/iiif/1795ada0-4ef6-4fd4-96a1-f0b6a8ec8dc0/info.json,682,National Gallery of Art
"Plate Number 683. Virginia deer, buck, galloping",https://api.nga.gov/iiif/0996ba5a-6938-43fb-9683-c028a7e0639f/info.json,683,National Gallery of Art
Plate Number 684. Fallow deer. A: Buck and doe trotting. B: Two does trotting,https://api.nga.gov/iiif/fa1809fb-71f5-4335-ba4a-5f458973ce61/info.json,684,National Gallery of Art
"Plate Number 685. Fallow deer, buck and doe, trotting",https://api.nga.gov/iiif/c9271e27-407d-44b2-8092-76e7c87c538a/info.json,685,National Gallery of Art
"Plate Number 686. Fallow deer, buck and doe, galloping",https://api.nga.gov/iiif/d7bf336c-ad2b-4d16-bd00-a6bb4f63f625/info.json,686,National Gallery of Art
"Plate Number 687. Fallow deer, buck and group of does, galloping",https://api.nga.gov/iiif/022f5e84-6fed-459f-8c0d-ed85f16a1469/info.json,687,National Gallery of Art
"Plate Number 688. Fallow deer, buck and group of does, galloping",https://api.nga.gov/iiif/e1b1140d-5f8c-4067-aa45-61bfb320b630/info.json,688,National Gallery of Art
"Plate Number 689. Fallow deer, buck and group of does, galloping",https://api.nga.gov/iiif/20488d55-f13e-4d16-92c4-fa0c3bb1d2a4/info.json,689,National Gallery of Art
"Plate Number 690. Fallow deer, buck and group of does, various movements",https://api.nga.gov/iiif/f150cf6a-c65d-48e6-9f27-41d3e722e77d/info.json,690,National Gallery of Art
"Plate Number 691. Fallow deer, doe galloping and kid jumping",https://api.nga.gov/iiif/288c1aea-3368-4af3-ac91-fb2ce73fd6f0/info.json,691,National Gallery of Art
Plate Number 692. Elk trotting,https://api.nga.gov/iiif/d08fdf02-5723-47a2-a7ff-38c33ac0ce18/info.json,692,National Gallery of Art
Plate Number 693. Elk galloping,https://api.nga.gov/iiif/56202ed5-921f-4ce6-a8d2-8ff869f65f63/info.json,693,National Gallery of Art
"Plate Number 694. Elk galloping, irregular",https://api.nga.gov/iiif/d1057725-ae42-4834-b28d-699edcb97034/info.json,694,National Gallery of Art
Plate Number 695. Elk galloping,https://api.nga.gov/iiif/c1c55d51-07f8-47ee-b4b6-b6f781f58619/info.json,695,National Gallery of Art
Plate Number 696. Eland trotting,https://api.nga.gov/iiif/d5374852-4d1f-4bf4-911c-e5f5e1de6b5f/info.json,696,National Gallery of Art
Plate Number 697. Antelope trotting,https://api.nga.gov/iiif/0aa596d8-d9e8-4c85-90b9-4634e8cb4de7/info.json,697,National Gallery of Art
Plate Number 698. Antelope galloping,https://api.nga.gov/iiif/76162b17-d06f-42b7-8b47-7bcecdf7d9a6/info.json,698,National Gallery of Art
Plate Number 699. Buffalo walking,https://api.nga.gov/iiif/a9de24b0-949f-49aa-80bb-68d0396a6a1c/info.json,699,National Gallery of Art
Plate Number 700. Buffalo galloping,https://api.nga.gov/iiif/53c83e9d-7a7f-46c7-8701-13fd2d26decc/info.json,700,National Gallery of Art
Plate Number 701. Gnu walking,https://api.nga.gov/iiif/c042795b-bfe2-4b1d-be97-0f5f402220c7/info.json,701,National Gallery of Art
Plate Number 702. Gnu bucking and galloping,https://api.nga.gov/iiif/0bfcafd9-53ee-4656-8629-6b4e20898d75/info.json,702,National Gallery of Art
"Plate Number 705. Dog; trotting; mastiff, Dread",https://api.nga.gov/iiif/89cacd9f-783b-4885-9b61-f24aabaa5b05/info.json,705,National Gallery of Art
"Plate Number 706. Dog; trotting; mastiff, Smith",https://api.nga.gov/iiif/4dfa9241-7b31-49cf-adcc-2c3423f9f40c/info.json,706,National Gallery of Art
"Plate Number 707. ""Dread"" galloping",https://api.nga.gov/iiif/6ca09fd3-1e74-43dd-b68d-249db4acf115/info.json,707,National Gallery of Art
"Plate Number 710. Dog; galloping; white racing hound, Maggie",https://api.nga.gov/iiif/bb7d6c86-c8ec-4872-80a2-8dd009abb55c/info.json,710,National Gallery of Art
"Plate Number 712. Dog; jumping hurdle; mastiff, Dread",https://api.nga.gov/iiif/09cff178-7ed6-4b91-9121-ed0bd59eb409/info.json,712,National Gallery of Art
"Plate Number 713. Dog; turning around, etc.; setter, Kate",https://api.nga.gov/iiif/7bf2450e-2338-42ee-902c-0cc4d54bfe41/info.json,713,National Gallery of Art
"Plate Number 714. Dog; aroused by a torpedo; mastiff, Smith",https://api.nga.gov/iiif/dd17bf10-12c6-45d4-8d18-e2ece760870c/info.json,714,National Gallery of Art
"Plate Number 715. ""Ike,"" ""Maggie,"" etc. tugging at a towel",https://api.nga.gov/iiif/29b050a8-f26f-4c24-a66a-79c6b8b1863e/info.json,715,National Gallery of Art
Plate Number 716. Cat; walking; change to galloping,https://api.nga.gov/iiif/ef95af44-7a4f-4d94-8639-fae0c309d3dc/info.json,716,National Gallery of Art
Plate Number 718. Cat; trotting; change to galloping,https://api.nga.gov/iiif/08ea49ab-3c23-4b3b-8773-0f48dbafdc7d/info.json,718,National Gallery of Art
Plate Number 720. Cat; galloping,https://api.nga.gov/iiif/93bec4c5-ac49-4b9b-a1a0-124a1af306ab/info.json,720,National Gallery of Art
Plate Number 721. Lion walking,https://api.nga.gov/iiif/2f5d6092-74d9-433b-aa29-5371491f045c/info.json,721,National Gallery of Art
Plate Number 722. Lion walking,https://api.nga.gov/iiif/5f8fee95-7b53-466a-98af-a4722732fbca/info.json,722,National Gallery of Art
Plate Number 723. Lion walking and turning around,https://api.nga.gov/iiif/381b1e8f-d72f-459d-9323-150afc49f593/info.json,723,National Gallery of Art
Plate Number 724. Lion walking and turning around,https://api.nga.gov/iiif/184ccc8b-a597-4b38-b69a-d32e1fbacf0a/info.json,724,National Gallery of Art
Plate Number 725. Lion walking and turning around,https://api.nga.gov/iiif/45a8f309-3c1d-4d9a-9b90-014edb77ce2e/info.json,725,National Gallery of Art
Plate Number 726. Lion and lioness walking,https://api.nga.gov/iiif/f4833643-e512-4898-86cf-70384f8a5cff/info.json,726,National Gallery of Art
Plate Number 727. Lioness walking and lion lying down,https://api.nga.gov/iiif/df07b442-7ffa-46f9-938b-28cf1bb1f190/info.json,727,National Gallery of Art
Plate Number 728. Lioness walking,https://api.nga.gov/iiif/99f87789-eb5f-4151-a02b-96692ff84e0c/info.json,728,National Gallery of Art
Plate Number 729. Tigress walking,https://api.nga.gov/iiif/426ac150-b4ec-47ff-921d-bf86b53e4c0a/info.json,729,National Gallery of Art
Plate Number 730. Tigress walking and turning around,https://api.nga.gov/iiif/b15b5968-d80d-41ee-8cdc-e0e5d0b5faaa/info.json,730,National Gallery of Art
Plate Number 731. Jaguar. A: Walking. B: Turning around,https://api.nga.gov/iiif/3dc4ce2b-e45f-4503-9ec9-144ef2b27b17/info.json,731,National Gallery of Art
Plate Number 732. Elephant walking,https://api.nga.gov/iiif/02d52345-a944-47a9-849c-3c4d6a66c1bf/info.json,732,National Gallery of Art
Plate Number 733. Elephant walking,https://api.nga.gov/iiif/2a837532-f5b2-4a3b-b16d-2fd912026cee/info.json,733,National Gallery of Art
Plate Number 734. Two elephants walking,https://api.nga.gov/iiif/3d69effc-817a-4266-842f-9c82ff2c0d7a/info.json,734,National Gallery of Art
Plate Number 735. Two elephants walking,https://api.nga.gov/iiif/129b094f-cd42-43c7-8364-a41f9160edbb/info.json,735,National Gallery of Art
Plate Number 736. Egyptian camel racking,https://api.nga.gov/iiif/4821d480-c259-4f19-bc63-880d77e0aed0/info.json,736,National Gallery of Art
Plate Number 737. Bactrian camel walking,https://api.nga.gov/iiif/8c7d1b35-38bb-4629-9787-10e90b466d02/info.json,737,National Gallery of Art
Plate Number 738. Bactrian camel walking,https://api.nga.gov/iiif/569b24a3-28ac-46ca-9298-8b36c584fefb/info.json,738,National Gallery of Art
Plate Number 739. Bactrian camel galloping,https://api.nga.gov/iiif/53ca774d-b51f-43b7-bf61-0194d81a94a7/info.json,739,National Gallery of Art
Plate Number 740. Bactrian camel galloping,https://api.nga.gov/iiif/2623585e-9023-42d7-9e9a-93018aef5638/info.json,740,National Gallery of Art
Plate Number 741. Bactrian camel. A: Walking. B: Racking,https://api.nga.gov/iiif/8b5cbbef-20f1-4a02-a986-3f86612bb528/info.json,741,National Gallery of Art
Plate Number 742. Bactrian camel. A: Racking. B: Galloping,https://api.nga.gov/iiif/b0d04b7a-7402-4f26-aff8-81edb5294984/info.json,742,National Gallery of Art
Plate Number 743. Guanaco galloping,https://api.nga.gov/iiif/d4267358-2457-4f74-a8bc-45583251acd8/info.json,743,National Gallery of Art
"Plate Number 744. Raccoon walking, changing to a gallop",https://api.nga.gov/iiif/2df57900-065c-4210-94e6-b929ee66741a/info.json,744,National Gallery of Art
Plate Number 745. Raccoon walking and turning around,https://api.nga.gov/iiif/044c610e-3462-4dbd-bdcc-f5ae064d3966/info.json,745,National Gallery of Art
Plate Number 746. Capybara walking,https://api.nga.gov/iiif/676caf9c-c24a-4062-864a-bc713b04d268/info.json,746,National Gallery of Art
Plate Number 747. Baboon walking on all fours,https://api.nga.gov/iiif/01f4210d-54bb-40c3-be32-d8b39e01b825/info.json,747,National Gallery of Art
Plate Number 748. Baboon walking on all fours,https://api.nga.gov/iiif/5aca8805-6c34-492b-9878-df48984b3412/info.json,748,National Gallery of Art
Plate Number 749. Baboon climbing a pole,https://api.nga.gov/iiif/80ed6f52-0c50-41ea-8403-008865c191f3/info.json,749,National Gallery of Art
Plate Number 750. Sloth walking suspended on a horizontal pole,https://api.nga.gov/iiif/2976a0c5-b901-481b-8b79-6dbfd658b948/info.json,750,National Gallery of Art
"Plate Number 751. Kangaroo walking on all fours, changing to jumping",https://api.nga.gov/iiif/9af56236-9ad4-4d5c-a886-19a0d7940552/info.json,751,National Gallery of Art
Plate Number 752. Kangaroo jumping,https://api.nga.gov/iiif/abcaf627-25a1-45cb-87ec-f9f9737adc46/info.json,752,National Gallery of Art
Plate Number 753. Kangaroo jumping,https://api.nga.gov/iiif/a7c13997-fbfc-482c-a61c-028183a1ca6f/info.json,753,National Gallery of Art
Plate Number 754. Kangaroo jumping,https://api.nga.gov/iiif/c64de2ce-77fb-42ff-a211-82e6a79a5812/info.json,754,National Gallery of Art
Plate Number 755. Pigeon flying,https://api.nga.gov/iiif/c6d76dc8-7a0d-48ff-b379-a8b701105998/info.json,755,National Gallery of Art
Plate Number 756. Pigeon flying,https://api.nga.gov/iiif/2c4f0f9e-162a-4634-ae7c-7cafcb9f0958/info.json,756,National Gallery of Art
Plate Number 757. Pigeon flying,https://api.nga.gov/iiif/c9ba2752-5964-4e43-8f18-50c7e83cc556/info.json,757,National Gallery of Art
Plate Number 758. Cockatoo flying,https://api.nga.gov/iiif/9d400419-d174-4f45-9fc7-decfa1b98a7a/info.json,758,National Gallery of Art
Plate Number 759. Cockatoo flying,https://api.nga.gov/iiif/7ca5bf9d-d9f8-490d-bd7c-347ec87af842/info.json,759,National Gallery of Art
Plate Number 760. Cockatoo flying,https://api.nga.gov/iiif/d6488f06-1bcd-4ae9-9ba9-96253d01e6e3/info.json,760,National Gallery of Art
Plate Number 761. Cockatoo flying,https://api.nga.gov/iiif/75fde576-2e3a-426a-a236-795fe61ea007/info.json,761,National Gallery of Art
Plate Number 762. Cockatoo flying,https://api.nga.gov/iiif/f3ae64b4-4ee8-4769-a32f-9bc170d46b2c/info.json,762,National Gallery of Art
Plate Number 763. Red-tailed hawk flying,https://api.nga.gov/iiif/793550a3-0260-49b0-9c9a-5e234a25a53d/info.json,763,National Gallery of Art
